"Analysis conducted in collaboration with Microsoft Healthcare NeXT researchers: William Weeks, Nancy Morden, Grace Huynh, James Weinstein, Jonathan Larson, Bryan Tower and Care Journey analysts: Stacey Cao and Zach Bredl",,,,,
Hospital Servicing Area,HSA Name,HRR ID,HRR Name,Total Census pop,% Pop > 65 With 2+
38054,OR- THE DALLES,344,OR- PORTLAND,33636,0.054612865
38055,OR- TILLAMOOK/WHEELER,344,OR- PORTLAND,21142,0.058598788
38056,OR- TUALATIN,344,OR- PORTLAND,97680,0.03869805
39001,PA- ABINGTON,356,PA- PHILADELPHIA,133678,0.051722123
39002,PA- ALIQUIPPA,357,PA- PITTSBURGH,34718,0.05556495
39003,PA- ALLENTOWN,346,PA- ALLENTOWN,390534,0.056045715
39004,PA- ALTOONA,347,PA- ALTOONA,116331,0.071952754
39005,PA- ASHLAND,358,PA- READING,10852,0.069687331
39006,PA- BEAVER,357,PA- PITTSBURGH,102549,0.068424102
39007,PA- BERWICK,350,PA- DANVILLE,34137,0.073086342
39008,PA- BETHLEHEM,346,PA- ALLENTOWN,147821,0.06224988
39009,PA- BLOOMSBURG,350,PA- DANVILLE,43688,0.058461349
39010,PA- BRADDOCK,357,PA- PITTSBURGH,11643,0.057429022
39011,PA- BRADFORD,351,PA- ERIE,27856,0.068735428
39012,PA- BRISTOL,356,PA- PHILADELPHIA,48297,0.058037188
39013,PA- BROOKVILLE,357,PA- PITTSBURGH,21608,0.079892749
39014,PA- BROWNSVILLE,357,PA- PITTSBURGH,22392,0.06391266
39015,PA- BRYN MAWR,356,PA- PHILADELPHIA,132676,0.05532042
39016,PA- BUTLER,357,PA- PITTSBURGH,78587,0.063772932
39017,PA- COATESVILLE,355,PA- LANCASTER,84047,0.052080623
39018,PA- CAMP HILL,352,PA- HARRISBURG,193617,0.055111117
39019,PA- CANONSBURG,357,PA- PITTSBURGH,46928,0.057029718
39020,PA- CARBONDALE,360,PA- SCRANTON,29470,0.075345094
39021,PA- CARLISLE,352,PA- HARRISBURG,95323,0.058487881
39022,PA- CHAMBERSBURG,352,PA- HARRISBURG,123789,0.066101805
39024,PA- CLARION,357,PA- PITTSBURGH,27671,0.062808627
39025,PA- CLEARFIELD,347,PA- ALTOONA,44985,0.079792232
39026,PA- COALDALE,346,PA- ALLENTOWN,23779,0.078447965
39028,PA- CONNELLSVILLE,357,PA- PITTSBURGH,27943,0.072588119
39029,PA- CORRY,351,PA- ERIE,18280,0.05453609
39030,PA- COUDERSPORT,351,PA- ERIE,17007,0.06719943
39031,PA- DANVILLE,350,PA- DANVILLE,43788,0.082080394
39032,PA- DARBY,356,PA- PHILADELPHIA,92124,0.04643659
39033,PA- DOYLESTOWN,356,PA- PHILADELPHIA,135272,0.0481619
39034,PA- DREXEL HILL,356,PA- PHILADELPHIA,120334,0.046995581
39035,PA- DUBOIS,357,PA- PITTSBURGH,42369,0.068880782
39036,PA- EAST STROUDSBURG,346,PA- ALLENTOWN,163549,0.058003054
39037,PA- EASTON,346,PA- ALLENTOWN,142423,0.065390681
39039,PA- ELLWOOD CITY,357,PA- PITTSBURGH,23431,0.065789397
39040,PA- EPHRATA,355,PA- LANCASTER,69928,0.053611064
39041,PA- ERIE,351,PA- ERIE,264880,0.055549444
39042,PA- EVERETT,347,PA- ALTOONA,34804,0.083698635
39044,PA- FRANKLIN,351,PA- ERIE,52198,0.078929186
39045,PA- GETTYSBURG,352,PA- HARRISBURG,59754,0.058515414
39046,PA- GREENSBURG,357,PA- PITTSBURGH,80537,0.071648043
39047,PA- GREENVILLE,351,PA- ERIE,48192,0.071595761
39048,PA- GROVE CITY,357,PA- PITTSBURGH,36812,0.048046082
39049,PA- HANOVER,363,PA- YORK,85270,0.067119817
39050,PA- HARRISBURG,352,PA- HARRISBURG,283488,0.057174178
39052,PA- HAZLETON,346,PA- ALLENTOWN,77480,0.073914928
39053,PA- HERSHEY,352,PA- HARRISBURG,17638,0.049833011
39054,PA- HONESDALE,360,PA- SCRANTON,39416,0.080839019
39055,PA- HUNTINGDON,347,PA- ALTOONA,44248,0.072278897
39056,PA- INDIANA,357,PA- PITTSBURGH,61922,0.054555492
39057,PA- JEANNETTE,357,PA- PITTSBURGH,81104,0.061923995
39058,PA- JERSEY SHORE,350,PA- DANVILLE,14472,0.064810049
39059,PA- JOHNSTOWN,354,PA- JOHNSTOWN,118816,0.079847635
39060,PA- KANE,351,PA- ERIE,12981,0.05840002
39061,PA- KINGSTON,362,PA- WILKES-BARRE,33679,0.075598787
39062,PA- KITTANNING,357,PA- PITTSBURGH,40840,0.07783075
39063,PA- LANCASTER,355,PA- LANCASTER,470262,0.055179121
39064,PA- LANGHORNE,356,PA- PHILADELPHIA,251360,0.0609198
39065,PA- LANSDALE,356,PA- PHILADELPHIA,105169,0.059610371
39066,PA- LATROBE,357,PA- PITTSBURGH,69964,0.076565775
39067,PA- LEBANON,352,PA- HARRISBURG,144072,0.059181485
39068,PA- LEHIGHTON,346,PA- ALLENTOWN,37796,0.069622703
39069,PA- LEWISBURG,350,PA- DANVILLE,81238,0.061878469
39070,PA- LEWISTOWN,352,PA- HARRISBURG,70621,0.083163819
39072,PA- LOCK HAVEN,350,PA- DANVILLE,38854,0.061952615
39073,PA- MCCONNELLSBURG,352,PA- HARRISBURG,14119,0.070175483
39074,PA- MCKEES ROCKS,357,PA- PITTSBURGH,22350,0.054706331
39075,PA- MCKEESPORT,357,PA- PITTSBURGH,64117,0.078725607
39077,PA- MEADVILLE,351,PA- ERIE,67748,0.0628441
39079,PA- MEDIA,356,PA- PHILADELPHIA,60589,0.071621992
39080,PA- MEYERSDALE,354,PA- JOHNSTOWN,12280,0.079864898
39081,PA- MONONGAHELA,357,PA- PITTSBURGH,59999,0.074646967
39082,PA- MONROEVILLE,357,PA- PITTSBURGH,94839,0.073683247
39083,PA- MONTROSE,296,NY- BINGHAMTON,10289,0.064557486
39084,PA- MOUNT PLEASANT,357,PA- PITTSBURGH,42528,0.075560061
39085,PA- MUNCY,350,PA- DANVILLE,29275,0.062944777
39087,PA- NATRONA HEIGHTS,357,PA- PITTSBURGH,84242,0.074444436
39088,PA- NEW CASTLE,335,OH- YOUNGSTOWN,74017,0.078239033
39089,PA- NEW KENSINGTON,357,PA- PITTSBURGH,38205,0.074441593
39090,PA- NORRISTOWN,356,PA- PHILADELPHIA,225359,0.05003024
39092,PA- PALMERTON,346,PA- ALLENTOWN,21749,0.066168541
39093,PA- PAOLI,356,PA- PHILADELPHIA,61659,0.047413717
39094,PA- PECKVILLE,360,PA- SCRANTON,15385,0.080292638
39095,PA- PHILADELPHIA,356,PA- PHILADELPHIA,1772136,0.052801231
39096,PA- PHILIPSBURG,347,PA- ALTOONA,14170,0.079604532
39097,PA- PHOENIXVILLE,356,PA- PHILADELPHIA,96325,0.044226088
39098,PA- PITTSBURGH,357,PA- PITTSBURGH,1067923,0.05450138
39099,PA- POTTSTOWN,358,PA- READING,102047,0.055462189
39100,PA- POTTSVILLE,358,PA- READING,109900,0.072412012
39101,PA- PUNXSUTAWNEY,357,PA- PITTSBURGH,22149,0.063718496
39102,PA- QUAKERTOWN,346,PA- ALLENTOWN,40564,0.051896967
39103,PA- READING,358,PA- READING,377481,0.055912721
39104,PA- RENOVO,350,PA- DANVILLE,3037,0.076548144
39105,PA- RIDGWAY,351,PA- ERIE,9486,0.069956563
39106,PA- RIDLEY PARK,356,PA- PHILADELPHIA,92724,0.05166632
39107,PA- ROARING SPRING,347,PA- ALTOONA,22632,0.068196171
39108,PA- SAYRE,359,PA- SAYRE,63989,0.065533169
39109,PA- SCRANTON,360,PA- SCRANTON,218401,0.068460021
39110,PA- SELLERSVILLE,346,PA- ALLENTOWN,123776,0.054381972
39111,PA- SEWICKLEY,357,PA- PITTSBURGH,92237,0.050606671
39112,PA- SHAMOKIN,350,PA- DANVILLE,19590,0.082455349
39113,PA- SHARON,335,OH- YOUNGSTOWN,47121,0.085099203
39114,PA- SOMERSET,354,PA- JOHNSTOWN,46217,0.069215231
39115,PA- SPANGLER,354,PA- JOHNSTOWN,19378,0.086331419
39117,PA- ST MARYS,351,PA- ERIE,22085,0.089534508
39118,PA- STATE COLLEGE,350,PA- DANVILLE,148117,0.03917049
39119,PA- SUNBURY,350,PA- DANVILLE,47429,0.075477139
39120,PA- SUSQUEHANNA,360,PA- SCRANTON,12311,0.070923905
39121,PA- TITUSVILLE,351,PA- ERIE,22077,0.072376219
39122,PA- TOWANDA,359,PA- SAYRE,22198,0.068495765
39124,PA- TUNKHANNOCK,359,PA- SAYRE,23449,0.062502001
39125,PA- TYRONE,347,PA- ALTOONA,13894,0.067269453
39126,PA- UNION CITY,351,PA- ERIE,7863,0.054982229
39127,PA- UNIONTOWN,357,PA- PITTSBURGH,73230,0.070226234
39128,PA- UPLAND,356,PA- PHILADELPHIA,116152,0.055780774
39129,PA- WARMINSTER,356,PA- PHILADELPHIA,40677,0.09962016
39130,PA- WARREN,351,PA- ERIE,34385,0.072792507
39131,PA- WASHINGTON,357,PA- PITTSBURGH,76897,0.070456636
39132,PA- WAYNESBORO,352,PA- HARRISBURG,54885,0.066117508
39133,PA- WAYNESBURG,445,WV- MORGANTOWN,31431,0.061147881
39134,PA- WELLSBORO,359,PA- SAYRE,39551,0.067634947
39135,PA- WEST CHESTER,356,PA- PHILADELPHIA,191108,0.044596955
39136,PA- WEST GROVE,355,PA- LANCASTER,74354,0.042809446
39137,PA- WILKES-BARRE,362,PA- WILKES-BARRE,211231,0.074615326
39138,PA- WILLIAMSPORT,350,PA- DANVILLE,86868,0.063703363
39139,PA- WINDBER,354,PA- JOHNSTOWN,14357,0.087430107
39140,PA- YORK,363,PA- YORK,356401,0.056010689
41002,RI- NEWPORT,364,RI- PROVIDENCE,63813,0.0523986
41004,RI- PAWTUCKET,364,RI- PROVIDENCE,91516,0.044200336
41005,RI- PROVIDENCE,364,RI- PROVIDENCE,508282,0.053958589
41006,RI- WAKEFIELD,364,RI- PROVIDENCE,69734,0.04991753
41007,RI- WARWICK,364,RI- PROVIDENCE,189276,0.063980086
41008,RI- WESTERLY,364,RI- PROVIDENCE,54075,0.061106305
41009,RI- WOONSOCKET,364,RI- PROVIDENCE,136113,0.057445396
42001,SC- ABBEVILLE,366,SC- COLUMBIA,17582,0.058984681
42002,SC- AIKEN,145,GA- AUGUSTA,107363,0.060749046
42003,SC- ANDERSON,368,SC- GREENVILLE,182032,0.063796831
42004,SC- BAMBERG,366,SC- COLUMBIA,14528,0.075275695
42005,SC- BARNWELL,366,SC- COLUMBIA,15699,0.065138213
42006,SC- BEAUFORT,149,GA- SAVANNAH,85206,0.043140598
42007,SC- BENNETTSVILLE,367,SC- FLORENCE,25126,0.064061453
42008,SC- BISHOPVILLE,366,SC- COLUMBIA,12497,0.058562742
42009,SC- CAMDEN,366,SC- COLUMBIA,45940,0.071262966
42010,SC- CHARLESTON,365,SC- CHARLESTON,659692,0.04535397
42011,SC- CHERAW,367,SC- FLORENCE,28910,0.068986196
42012,SC- CHESTER,366,SC- COLUMBIA,25418,0.075682194
42013,SC- CLINTON,368,SC- GREENVILLE,43601,0.068882929
42014,SC- COLUMBIA,366,SC- COLUMBIA,478740,0.041463833
42015,SC- CONWAY,365,SC- CHARLESTON,120542,0.050973609
42017,SC- DILLON,367,SC- FLORENCE,27464,0.056765551
42018,SC- EASLEY,368,SC- GREENVILLE,93385,0.054985971
42019,SC- EDGEFIELD,145,GA- AUGUSTA,8219,0.067504398
42020,SC- FAIRFAX,145,GA- AUGUSTA,10289,0.06554546
42021,SC- FLORENCE,367,SC- FLORENCE,193493,0.065697458
42022,SC- GAFFNEY,369,SC- SPARTANBURG,51329,0.052257414
42023,SC- GEORGETOWN,365,SC- CHARLESTON,52745,0.068432061
42024,SC- GREENVILLE,368,SC- GREENVILLE,460727,0.046307657
42025,SC- GREENWOOD,366,SC- COLUMBIA,100377,0.063606887
42026,SC- GREER,368,SC- GREENVILLE,82206,0.045602493
42027,SC- HARTSVILLE,366,SC- COLUMBIA,35617,0.067042197
42028,SC- HILTON HEAD ISLAND,149,GA- SAVANNAH,100442,0.075463842
42029,SC- KINGSTREE,367,SC- FLORENCE,18786,0.062574494
42031,SC- LANCASTER,311,NC- CHARLOTTE,92561,0.064267055
42033,SC- LORIS,367,SC- FLORENCE,46842,0.071445356
42034,SC- MANNING,366,SC- COLUMBIA,28040,0.084882986
42035,SC- MARION,367,SC- FLORENCE,18346,0.070818673
42036,SC- MOUNT PLEASANT,365,SC- CHARLESTON,95999,0.039568815
42037,SC- MULLINS,367,SC- FLORENCE,14936,0.074643227
42038,SC- MYRTLE BEACH,365,SC- CHARLESTON,178509,0.082489043
42039,SC- NEWBERRY,366,SC- COLUMBIA,32481,0.062478975
42040,SC- ORANGEBURG,366,SC- COLUMBIA,91745,0.063573983
42041,SC- PICKENS,368,SC- GREENVILLE,22993,0.05862237
42042,SC- RIDGELAND,149,GA- SAVANNAH,15940,0.055084032
42043,SC- ROCK HILL,311,NC- CHARLOTTE,254140,0.042819226
42044,SC- SENECA,368,SC- GREENVILLE,75990,0.069949439
42046,SC- SPARTANBURG,369,SC- SPARTANBURG,272447,0.050767061
42047,SC- SUMTER,366,SC- COLUMBIA,113651,0.064927145
42048,SC- UNION,369,SC- SPARTANBURG,25672,0.06709114
42049,SC- VARNVILLE,365,SC- CHARLESTON,16473,0.059534463
42050,SC- WALTERBORO,365,SC- CHARLESTON,35238,0.069516322
42051,SC- WEST COLUMBIA,366,SC- COLUMBIA,240004,0.044653361
42052,SC- WINNSBORO,366,SC- COLUMBIA,17536,0.067394049
42053,SC- WOODRUFF,369,SC- SPARTANBURG,15254,0.06282766
43001,SD- ABERDEEN,371,SD- SIOUX FALLS,48980,0.058106164
43002,SD- ARMOUR,371,SD- SIOUX FALLS,2543,0.072687007
43003,SD- BELLE FOURCHE,370,SD- RAPID CITY,8937,0.04448767
43004,SD- BOWDLE,321,ND- BISMARCK,702,0.117735692
43005,SD- BRITTON,322,ND- FARGO MOORHEAD -MN,3434,0.057788999
43006,SD- BROOKINGS,371,SD- SIOUX FALLS,37765,0.031991175
43007,SD- BURKE,371,SD- SIOUX FALLS,1019,0.072985277
43009,SD- CHAMBERLAIN,371,SD- SIOUX FALLS,9189,0.046275991
43010,SD- CLEAR LAKE,371,SD- SIOUX FALLS,2452,0.082063149
43013,SD- DEADWOOD,370,SD- RAPID CITY,6384,0.038430791
43014,SD- DELL RAPIDS,371,SD- SIOUX FALLS,4846,0.045505569
43016,SD- EUREKA,321,ND- BISMARCK,1762,0.125087033
43017,SD- FAULKTON,371,SD- SIOUX FALLS,1785,0.092558763
43019,SD- FREEMAN,371,SD- SIOUX FALLS,2470,0.077310807
43020,SD- GETTYSBURG,371,SD- SIOUX FALLS,1863,0.091913016
43021,SD- GREGORY,371,SD- SIOUX FALLS,4949,0.057932091
43023,SD- HOVEN,321,ND- BISMARCK,731,0.100476025
43024,SD- HURON,371,SD- SIOUX FALLS,19854,0.049367106
43026,SD- MADISON,371,SD- SIOUX FALLS,10024,0.058663217
43027,SD- MARTIN,370,SD- RAPID CITY,3221,0.032224723
43028,SD- MILBANK,371,SD- SIOUX FALLS,4951,0.053383421
43029,SD- MILLER,371,SD- SIOUX FALLS,4203,0.076770238
43030,SD- MITCHELL,371,SD- SIOUX FALLS,30712,0.056367809
43031,SD- MOBRIDGE,321,ND- BISMARCK,10085,0.062734263
43032,SD- PARKSTON,371,SD- SIOUX FALLS,4416,0.058638444
43033,SD- PHILIP,371,SD- SIOUX FALLS,1855,0.064504058
43034,SD- PIERRE,371,SD- SIOUX FALLS,22735,0.044419969
43035,SD- PLATTE,371,SD- SIOUX FALLS,3182,0.06753169
43036,SD- RAPID CITY,370,SD- RAPID CITY,154990,0.040369515
43037,SD- REDFIELD,371,SD- SIOUX FALLS,3514,0.093257569
43038,SD- SCOTLAND,371,SD- SIOUX FALLS,1305,0.076590077
43039,SD- SIOUX FALLS,371,SD- SIOUX FALLS,287635,0.038445622
43040,SD- SISSETON,322,ND- FARGO MOORHEAD -MN,8471,0.059846152
43041,SD- SPEARFISH,370,SD- RAPID CITY,18925,0.036614567
43042,SD- STURGIS,370,SD- RAPID CITY,11829,0.046013885
43043,SD- TYNDALL,371,SD- SIOUX FALLS,5079,0.060772912
43044,SD- VERMILLION,371,SD- SIOUX FALLS,11976,0.031254089
43045,SD- VIBORG,371,SD- SIOUX FALLS,1456,0.091788569
43046,SD- WAGNER,371,SD- SIOUX FALLS,6405,0.056967175
43047,SD- WATERTOWN,371,SD- SIOUX FALLS,39708,0.057713742
43048,SD- WEBSTER,371,SD- SIOUX FALLS,5287,0.080170686
43049,SD- WESSINGTON SPRINGS,371,SD- SIOUX FALLS,1414,0.065181244
43050,SD- WINNER,371,SD- SIOUX FALLS,5826,0.066708071
43051,SD- YANKTON,371,SD- SIOUX FALLS,33402,0.058161862
43052,SD- EAGLE BUTTE,321,ND- BISMARCK,5125,0.032631217
43053,SD- PINE RIDGE,370,SD- RAPID CITY,8467,0.027318001
43054,SD- ROSEBUD,371,SD- SIOUX FALLS,9575,0.025852435
44001,TN- ATHENS,377,TN- KNOXVILLE,37607,0.069946847
44003,TN- BRISTOL,376,TN- KINGSPORT,69445,0.073540254
44004,TN- BROWNSVILLE,379,TN- MEMPHIS,17802,0.068932917
44005,TN- CAMDEN,380,TN- NASHVILLE,13120,0.08766528
44006,TN- CARTHAGE,380,TN- NASHVILLE,17991,0.065543019
44007,TN- CELINA,380,TN- NASHVILLE,4031,0.098230015
44008,TN- CENTERVILLE,380,TN- NASHVILLE,12070,0.070046125
44009,TN- CHATTANOOGA,373,TN- CHATTANOOGA,457200,0.062241207
44010,TN- CLARKSVILLE,380,TN- NASHVILLE,215888,0.034172972
44011,TN- CLEVELAND,373,TN- CHATTANOOGA,127739,0.06291401
44012,TN- COLUMBIA,380,TN- NASHVILLE,95153,0.058046096
44013,TN- COOKEVILLE,380,TN- NASHVILLE,78250,0.060647422
44014,TN- COPPERHILL,373,TN- CHATTANOOGA,4858,0.108429395
44015,TN- COVINGTON,379,TN- MEMPHIS,18210,0.067003608
44016,TN- CROSSVILLE,380,TN- NASHVILLE,66231,0.099527127
44017,TN- DAYTON,373,TN- CHATTANOOGA,18983,0.07111908
44018,TN- DICKSON,380,TN- NASHVILLE,70119,0.062979115
44020,TN- DYERSBURG,379,TN- MEMPHIS,38871,0.067226269
44022,TN- ERIN,380,TN- NASHVILLE,9422,0.077325416
44023,TN- ERWIN,375,TN- JOHNSON CITY,12777,0.091784887
44024,TN- ETOWAH,377,TN- KNOXVILLE,15947,0.091855699
44025,TN- FAYETTEVILLE,5,AL- HUNTSVILLE,32101,0.065993365
44026,TN- FRANKLIN,380,TN- NASHVILLE,131549,0.033092259
44027,TN- GAINESBORO,380,TN- NASHVILLE,9229,0.099166469
44028,TN- GALLATIN,380,TN- NASHVILLE,67598,0.062832867
44030,TN- GREENEVILLE,377,TN- KNOXVILLE,62440,0.07193798
44031,TN- HARRIMAN,377,TN- KNOXVILLE,38023,0.069605764
44032,TN- HARTSVILLE,380,TN- NASHVILLE,8247,0.074411179
44033,TN- HENDERSONVILLE,380,TN- NASHVILLE,63768,0.056623941
44036,TN- HUNTINGDON,374,TN- JACKSON,17081,0.078325611
44037,TN- JACKSON,374,TN- JACKSON,189759,0.066311354
44038,TN- JAMESTOWN,380,TN- NASHVILLE,14623,0.091457424
44039,TN- JEFFERSON CITY,377,TN- KNOXVILLE,20666,0.074881448
44040,TN- JELLICO,377,TN- KNOXVILLE,5959,0.094153831
44041,TN- JOHNSON CITY,375,TN- JOHNSON CITY,203760,0.067318705
44042,TN- KINGSPORT,376,TN- KINGSPORT,153668,0.08413158
44043,TN- KNOXVILLE,377,TN- KNOXVILLE,637756,0.056235366
44044,TN- LA FOLLETTE,377,TN- KNOXVILLE,32333,0.086633204
44045,TN- LAFAYETTE,380,TN- NASHVILLE,19759,0.076867099
44046,TN- LAWRENCEBURG,380,TN- NASHVILLE,38282,0.076145719
44047,TN- LEBANON,380,TN- NASHVILLE,65284,0.058469465
44048,TN- LEWISBURG,380,TN- NASHVILLE,32139,0.064404823
44049,TN- LEXINGTON,374,TN- JACKSON,22693,0.069050212
44050,TN- LINDEN,380,TN- NASHVILLE,11513,0.070180849
44051,TN- LIVINGSTON,380,TN- NASHVILLE,23496,0.081069266
44053,TN- MADISON,380,TN- NASHVILLE,118805,0.058669666
44054,TN- MANCHESTER,380,TN- NASHVILLE,31733,0.060287863
44055,TN- MARTIN,374,TN- JACKSON,28945,0.071077065
44056,TN- MARYVILLE,377,TN- KNOXVILLE,119729,0.069645388
44057,TN- MCKENZIE,374,TN- JACKSON,13706,0.081618697
44058,TN- MCMINNVILLE,380,TN- NASHVILLE,49101,0.076196614
44059,TN- MEMPHIS,379,TN- MEMPHIS,1297828,0.047383693
44060,TN- MILAN,374,TN- JACKSON,11524,0.066976399
44061,TN- MORRISTOWN,377,TN- KNOXVILLE,81506,0.075272945
44062,TN- MURFREESBORO,380,TN- NASHVILLE,209927,0.037586587
44063,TN- NASHVILLE,380,TN- NASHVILLE,871104,0.037315052
44064,TN- NEWPORT,377,TN- KNOXVILLE,36160,0.08674073
44065,TN- OAK RIDGE,377,TN- KNOXVILLE,74039,0.072266372
44066,TN- ONEIDA,377,TN- KNOXVILLE,23298,0.069915329
44067,TN- PARIS,374,TN- JACKSON,32658,0.079698573
44068,TN- PARSONS,374,TN- JACKSON,13471,0.090824968
44069,TN- PIKEVILLE,373,TN- CHATTANOOGA,11846,0.066664942
44070,TN- PORTLAND,380,TN- NASHVILLE,23909,0.062572698
44071,TN- PULASKI,380,TN- NASHVILLE,22697,0.077332237
44072,TN- RIPLEY,379,TN- MEMPHIS,21914,0.068430139
44073,TN- ROCKWOOD,377,TN- KNOXVILLE,24635,0.082695313
44074,TN- ROGERSVILLE,377,TN- KNOXVILLE,20015,0.078561807
44075,TN- SAVANNAH,379,TN- MEMPHIS,22896,0.084716954
44076,TN- SELMER,379,TN- MEMPHIS,16438,0.073217528
44077,TN- SEVIERVILLE,377,TN- KNOXVILLE,67785,0.062685162
44078,TN- SHELBYVILLE,380,TN- NASHVILLE,40582,0.060050113
44079,TN- SMITHVILLE,380,TN- NASHVILLE,20099,0.063662239
44082,TN- SOUTH PITTSBURG,373,TN- CHATTANOOGA,16375,0.070308642
44083,TN- SPARTA,380,TN- NASHVILLE,27612,0.084531267
44084,TN- SPRINGFIELD,380,TN- NASHVILLE,57251,0.060782474
44085,TN- SWEETWATER,377,TN- KNOXVILLE,40568,0.073076295
44086,TN- TAZEWELL,377,TN- KNOXVILLE,34591,0.072408902
44088,TN- TULLAHOMA,380,TN- NASHVILLE,29755,0.079977743
44089,TN- UNION CITY,379,TN- MEMPHIS,36314,0.078187262
44090,TN- WAVERLY,380,TN- NASHVILLE,11917,0.073633069
44091,TN- WAYNESBORO,380,TN- NASHVILLE,9380,0.088114692
44093,TN- WINCHESTER,380,TN- NASHVILLE,48155,0.079863185
44094,TN- WOODBURY,380,TN- NASHVILLE,11943,0.073942978
44096,TN- ASHLAND CITY,380,TN- NASHVILLE,21058,0.053431164
45001,TX- ABILENE,382,TX- ABILENE,168143,0.056165688
45003,TX- ALICE,390,TX- CORPUS CHRISTI,41094,0.080005574
45004,TX- ALPINE,406,TX- ODESSA,18525,0.056361848
45005,TX- ALVIN,397,TX- HOUSTON,47687,0.056530371
45006,TX- AMARILLO,383,TX- AMARILLO,312526,0.047264546
45007,TX- ANAHUAC,397,TX- HOUSTON,11547,0.057755533
45008,TX- ANDREWS,400,TX- LUBBOCK,17577,0.041702024
45009,TX- ANGLETON,397,TX- HOUSTON,34053,0.04696636
45010,TX- ANSON,382,TX- ABILENE,2959,0.085407119
45011,TX- ARANSAS PASS,390,TX- CORPUS CHRISTI,11828,0.077340607
45012,TX- ARLINGTON,394,TX- FORT WORTH,567139,0.037107946
45013,TX- ASPERMONT,382,TX- ABILENE,1035,0.108027506
45014,TX- ATHENS,391,TX- DALLAS,65590,0.079998264
45015,TX- ATLANTA,22,AR- TEXARKANA,18869,0.07942311
45016,TX- AUSTIN,385,TX- AUSTIN,1600980,0.030175521
45017,TX- AZLE,394,TX- FORT WORTH,27714,0.058449607
45019,TX- BAY CITY,397,TX- HOUSTON,29633,0.06877986
45020,TX- BAYTOWN,397,TX- HOUSTON,189442,0.044634882
45021,TX- BEAUMONT,386,TX- BEAUMONT,258322,0.067606601
45022,TX- BEDFORD,394,TX- FORT WORTH,183085,0.046647753
45023,TX- BEEVILLE,390,TX- CORPUS CHRISTI,31654,0.049892565
45024,TX- BELLVILLE,397,TX- HOUSTON,9926,0.059979315
45026,TX- BIG SPRING,400,TX- LUBBOCK,38034,0.050625371
45027,TX- BONHAM,391,TX- DALLAS,18508,0.086389908
45028,TX- BOWIE,420,TX- WICHITA FALLS,10196,0.071487756
45029,TX- BRADY,411,TX- SAN ANGELO,7837,0.084806853
45030,TX- BRECKENRIDGE,382,TX- ABILENE,8952,0.074306536
45031,TX- BRENHAM,397,TX- HOUSTON,38780,0.060526768
45034,TX- BROWNSVILLE,396,TX- HARLINGEN,212666,0.058903543
45035,TX- BROWNWOOD,382,TX- ABILENE,52342,0.068391823
45036,TX- BRYAN,388,TX- BRYAN,239905,0.034055487
45038,TX- BURNET,385,TX- AUSTIN,13016,0.065522594
45039,TX- CALDWELL,388,TX- BRYAN,12022,0.070586709
45040,TX- CAMERON,413,TX- TEMPLE,8124,0.081183261
45041,TX- CANADIAN,383,TX- AMARILLO,4119,0.026992454
45042,TX- CANYON,383,TX- AMARILLO,21862,0.038100903
45043,TX- CARRIZO SPRINGS,412,TX- SAN ANTONIO,19188,0.069867463
45045,TX- CARTHAGE,219,LA- SHREVEPORT,19991,0.060164836
45048,TX- CHILDRESS,383,TX- AMARILLO,8508,0.049938103
45049,TX- CHILLICOTHE,420,TX- WICHITA FALLS,1075,0.08699778
45051,TX- CLARKSVILLE,391,TX- DALLAS,7596,0.123012971
45052,TX- CLEBURNE,394,TX- FORT WORTH,55550,0.064089538
45053,TX- CLEVELAND,397,TX- HOUSTON,54648,0.071207637
45054,TX- CLIFTON,418,TX- WACO,17288,0.074018988
45055,TX- COLEMAN,382,TX- ABILENE,5788,0.065482513
45057,TX- COLORADO CITY,400,TX- LUBBOCK,8830,0.049449259
45058,TX- COLUMBUS,397,TX- HOUSTON,6469,0.087715124
45059,TX- COMANCHE,382,TX- ABILENE,7719,0.074383296
45060,TX- CONROE,397,TX- HOUSTON,193725,0.053267124
45061,TX- CORPUS CHRISTI,390,TX- CORPUS CHRISTI,459704,0.058856264
45062,TX- CORSICANA,391,TX- DALLAS,49444,0.066544967
45064,TX- CROCKETT,416,TX- TYLER,15843,0.076242847
45065,TX- CROSBYTON,400,TX- LUBBOCK,1978,0.074211387
45066,TX- CUERO,417,TX- VICTORIA,17671,0.075714778
45068,TX- DALLAS,391,TX- DALLAS,2363720,0.035981273
45069,TX- DE LEON,382,TX- ABILENE,6698,0.070462261
45070,TX- DECATUR,391,TX- DALLAS,35835,0.067384949
45071,TX- DEL RIO,412,TX- SAN ANTONIO,52593,0.061028213
45072,TX- DENISON,391,TX- DALLAS,44257,0.087070925
45073,TX- DENTON,391,TX- DALLAS,334034,0.036014127
45076,TX- DIMMITT,400,TX- LUBBOCK,7194,0.049772012
45078,TX- DUMAS,383,TX- AMARILLO,24384,0.037751328
45079,TX- EAGLE LAKE,397,TX- HOUSTON,6358,0.04537217
45080,TX- EAGLE PASS,412,TX- SAN ANTONIO,57184,0.052294809
45081,TX- EASTLAND,382,TX- ABILENE,15005,0.073346395
45083,TX- EDINBURG,402,TX- MCALLEN,157413,0.033686914
45085,TX- EL CAMPO,397,TX- HOUSTON,19050,0.056669613
